"Table 8: Stores Ranked by Total Dollar Sales, RY 2013–14"														
Transaction Avg. Value of														
Rank Store12 City Address Count Transaction Dollar Sales		store_text	text2	Store Number	LicenseeOrFulfillmentCenter	test	test	test	text	text2	AvgVal_text	AvgValueOfTransaction	DollarSales	TransactionCount
169	"6521 Murrysville 4610 William Penn Hwy 111,018 $35.94 $3,990,180.82"	6521 	"6521 Murrysville 4610 William Penn Hwy 111,018 $35.94 $3,990,180.82"	6521 	0				"$35.94 $3,990,180.82"	"$3,990,180.82"	$35.94	$35.94	"$3,990,180.82"	111023.3951
170	"286 Pittsburgh 1130 Perry Hwy #20 Pines Plz 88,026 $44.90 $3,952,255.49"	286 	"286 Pittsburgh 1130 Perry Hwy #20 Pines Plz 88,026 $44.90 $3,952,255.49"	286 	0				"$44.90 $3,952,255.49"	"$3,952,255.49"	$44.90	$44.90	"$3,952,255.49"	88023.50757
171	"6523 Latrobe 1038 Latrobe 30 Plz, Ste 311 120,036 $32.84 $3,942,282.46"	6523 	"6523 Latrobe 1038 Latrobe 30 Plz, Ste 311 120,036 $32.84 $3,942,282.46"	6523 	0				"$32.84 $3,942,282.46"	"$3,942,282.46"	$32.84	$32.84	"$3,942,282.46"	120045.1419
172	"4638 Glenside 123 S Easton Rd 142,651 $27.63 $3,940,740.74"	4638 	"4638 Glenside 123 S Easton Rd 142,651 $27.63 $3,940,740.74"	4638 	0				"$27.63 $3,940,740.74"	"$3,940,740.74"	$27.63	$27.63	"$3,940,740.74"	142625.4339
173	"2001 Meadville Downtown Mall 900 Water St 127,832 $30.80 $3,937,112.26"	2001 	"2001 Meadville Downtown Mall 900 Water St 127,832 $30.80 $3,937,112.26"	2001 	0				"$30.80 $3,937,112.26"	"$3,937,112.26"	$30.80	$30.80	"$3,937,112.26"	127828.3201
174	"4627 Lansdale Hillcrest Shopping Ctr 644 E Main St 148,284 $26.47 $3,925,215.91"	4627 	"4627 Lansdale Hillcrest Shopping Ctr 644 E Main St 148,284 $26.47 $3,925,215.91"	4627 	0				"$26.47 $3,925,215.91"	"$3,925,215.91"	$26.47	$26.47	"$3,925,215.91"	148289.2297
175	"5165 Philadelphia 2118 Cottman Ave 182,068 $21.53 $3,920,342.33"	5165 	"5165 Philadelphia 2118 Cottman Ave 182,068 $21.53 $3,920,342.33"	5165 	0				"$21.53 $3,920,342.33"	"$3,920,342.33"	$21.53	$21.53	"$3,920,342.33"	182087.4282
176	"3508 Dunmore 70 Keystone Industrial Pk 136,934 $28.60 $3,916,407.60"	3508 	"3508 Dunmore 70 Keystone Industrial Pk 136,934 $28.60 $3,916,407.60"	3508 	0				"$28.60 $3,916,407.60"	"$3,916,407.60"	$28.60	$28.60	"$3,916,407.60"	136937.3287
177	"919 Bensalem 2223 Galloway Rd 135,683 $28.66 $3,889,205.46"	919 	"919 Bensalem 2223 Galloway Rd 135,683 $28.66 $3,889,205.46"	919 	0				"$28.66 $3,889,205.46"	"$3,889,205.46"	$28.66	$28.66	"$3,889,205.46"	135701.5164
178	"249 Pittsburgh 519 Towne Sq Way 149,767 $25.85 $3,871,997.95"	249 	"249 Pittsburgh 519 Towne Sq Way 149,767 $25.85 $3,871,997.95"	249 	0				"$25.85 $3,871,997.95"	"$3,871,997.95"	$25.85	$25.85	"$3,871,997.95"	149787.1547
179	"290 Pittsburgh Noble Manor Shopping Ctr 2350 Noblestown Rd 142,075 $27.16 $3,859,365.84"	290 	"290 Pittsburgh Noble Manor Shopping Ctr 2350 Noblestown Rd 142,075 $27.16 $3,859,365.84"	290 	0				"$27.16 $3,859,365.84"	"$3,859,365.84"	$27.16	$27.16	"$3,859,365.84"	142097.4168
180	"1003 Butler 608 Moraine Pointe Plz 124,352 $30.94 $3,846,837.18"	1003 	"1003 Butler 608 Moraine Pointe Plz 124,352 $30.94 $3,846,837.18"	1003 	0				"$30.94 $3,846,837.18"	"$3,846,837.18"	$30.94	$30.94	"$3,846,837.18"	124332.1648
181	"4630 Pottstown North End Shopping Ctr 1300 N Charlotte St 146,522 $26.20 $3,839,169.23"	4630 	"4630 Pottstown North End Shopping Ctr 1300 N Charlotte St 146,522 $26.20 $3,839,169.23"	4630 	0				"$26.20 $3,839,169.23"	"$3,839,169.23"	$26.20	$26.20	"$3,839,169.23"	146533.1767
182	"906 Morrisville Pennsbury Plz Sc 229 Plz Blvd #3133 157,642 $24.19 $3,813,705.15"	906 	"906 Morrisville Pennsbury Plz Sc 229 Plz Blvd #3133 157,642 $24.19 $3,813,705.15"	906 	0				"$24.19 $3,813,705.15"	"$3,813,705.15"	$24.19	$24.19	"$3,813,705.15"	157656.2691
183	"5119 Philadelphia 724 South St 130,340 $28.88 $3,763,703.55"	5119 	"5119 Philadelphia 724 South St 130,340 $28.88 $3,763,703.55"	5119 	0				"$28.88 $3,763,703.55"	"$3,763,703.55"	$28.88	$28.88	"$3,763,703.55"	130322.1451
184	"1702 Dubois 5730 Shaffer Rd 119,727 $31.14 $3,727,983.31"	1702 	"1702 Dubois 5730 Shaffer Rd 119,727 $31.14 $3,727,983.31"	1702 	0				"$31.14 $3,727,983.31"	"$3,727,983.31"	$31.14	$31.14	"$3,727,983.31"	119716.8693
185	"4033 Hazle Township Church Hill Mall 1089 N. Church St. 119,815 $30.62 $3,669,321.95"	4033 	"4033 Hazle Township Church Hill Mall 1089 N. Church St. 119,815 $30.62 $3,669,321.95"	4033 	0				"$30.62 $3,669,321.95"	"$3,669,321.95"	$30.62	$30.62	"$3,669,321.95"	119834.159
186	"4510 East Stroudsburg 232 Fox Run Ln, Ste 101 142,643 $25.69 $3,664,006.81"	4510 	"4510 East Stroudsburg 232 Fox Run Ln, Ste 101 142,643 $25.69 $3,664,006.81"	4510 	0				"$25.69 $3,664,006.81"	"$3,664,006.81"	$25.69	$25.69	"$3,664,006.81"	142623.854
187	"2329 Eddystone Eddystone Shopping Ctr 1562 Chester Pike, Unit D-6 159,040 $23.02 $3,660,680.80"	2329 	"2329 Eddystone Eddystone Shopping Ctr 1562 Chester Pike, Unit D-6 159,040 $23.02 $3,660,680.80"	2329 	0				"$23.02 $3,660,680.80"	"$3,660,680.80"	$23.02	$23.02	"$3,660,680.80"	159021.755
188	"4506 Stroudsburg 1060 N 9th St 139,316 $26.25 $3,657,377.31"	4506 	"4506 Stroudsburg 1060 N 9th St 139,316 $26.25 $3,657,377.31"	4506 	0				"$26.25 $3,657,377.31"	"$3,657,377.31"	$26.25	$26.25	"$3,657,377.31"	139328.6594
189	"6001 Lewisburg 334 Market St 103,267 $35.30 $3,645,080.86"	6001 	"6001 Lewisburg 334 Market St 103,267 $35.30 $3,645,080.86"	6001 	0				"$35.30 $3,645,080.86"	"$3,645,080.86"	$35.30	$35.30	"$3,645,080.86"	103260.081
190	"3904 Allentown 3300 Lehigh St 114,026 $31.72 $3,617,062.71"	3904 	"3904 Allentown 3300 Lehigh St 114,026 $31.72 $3,617,062.71"	3904 	0				"$31.72 $3,617,062.71"	"$3,617,062.71"	$31.72	$31.72	"$3,617,062.71"	114030.9808
191	"292 Pittsburgh N Hills Village, Rm 9 4801 Mcknight Rd 113,872 $31.73 $3,612,995.68"	292 	"292 Pittsburgh N Hills Village, Rm 9 4801 Mcknight Rd 113,872 $31.73 $3,612,995.68"	292 	0				"$31.73 $3,612,995.68"	"$3,612,995.68"	$31.73	$31.73	"$3,612,995.68"	113866.8667
192	"2610 Uniontown Fayette Plz Shopping Ctr 619 Pittsburgh Rd 88,115 $40.80 $3,594,980.90"	2610 	"2610 Uniontown Fayette Plz Shopping Ctr 619 Pittsburgh Rd 88,115 $40.80 $3,594,980.90"	2610 	0				"$40.80 $3,594,980.90"	"$3,594,980.90"	$40.80	$40.80	"$3,594,980.90"	88112.27696
193	"6404 Honesdale 1199 Texas-Palmyra Hwy, Ste 0 110,282 $32.56 $3,590,277.20"	6404 	"6404 Honesdale 1199 Texas-Palmyra Hwy, Ste 0 110,282 $32.56 $3,590,277.20"	6404 	0				"$32.56 $3,590,277.20"	"$3,590,277.20"	$32.56	$32.56	"$3,590,277.20"	110266.4988
194	"605 Kutztown Village Sq Plz 45 Constitution Blvd 110,551 $32.39 $3,581,281.43"	605 	"605 Kutztown Village Sq Plz 45 Constitution Blvd 110,551 $32.39 $3,581,281.43"	605 	0				"$32.39 $3,581,281.43"	"$3,581,281.43"	$32.39	$32.39	"$3,581,281.43"	110567.5032
195	"274 Pittsburgh Lebanon Shops 300 Mount Lebanon Blvd 125,987 $28.12 $3,542,886.51"	274 	"274 Pittsburgh Lebanon Shops 300 Mount Lebanon Blvd 125,987 $28.12 $3,542,886.51"	274 	0				"$28.12 $3,542,886.51"	"$3,542,886.51"	$28.12	$28.12	"$3,542,886.51"	125991.6967
196	"2327 Villanova 789 E Lancaster Ave 61,103 $57.78 $3,530,530.59"	2327 	"2327 Villanova 789 E Lancaster Ave 61,103 $57.78 $3,530,530.59"	2327 	0				"$57.78 $3,530,530.59"	"$3,530,530.59"	$57.78	$57.78	"$3,530,530.59"	61102.98702
197	"5143 Philadelphia 2429 S St 117,877 $29.74 $3,505,153.14"	5143 	"5143 Philadelphia 2429 S St 117,877 $29.74 $3,505,153.14"	5143 	0				"$29.74 $3,505,153.14"	"$3,505,153.14"	$29.74	$29.74	"$3,505,153.14"	117859.8904
198	"409 Beaver Falls Chippewa Mall, Rm 5 & 6 2546 Constitution Blvd 109,818 $31.77 $3,488,646.58"	409 	"409 Beaver Falls Chippewa Mall, Rm 5 & 6 2546 Constitution Blvd 109,818 $31.77 $3,488,646.58"	409 	0				"$31.77 $3,488,646.58"	"$3,488,646.58"	$31.77	$31.77	"$3,488,646.58"	109809.4611
199	"1510 Coatesville Barley Station Sc 2715 E Lincoln Hwy 140,771 $24.66 $3,471,025.56"	1510 	"1510 Coatesville Barley Station Sc 2715 E Lincoln Hwy 140,771 $24.66 $3,471,025.56"	1510 	0				"$24.66 $3,471,025.56"	"$3,471,025.56"	$24.66	$24.66	"$3,471,025.56"	140755.2944
200	"3919 Allentown Allentown Towne Ctr 4777 Tilghman St 111,938 $30.98 $3,467,744.51"	3919 	"3919 Allentown Allentown Towne Ctr 4777 Tilghman St 111,938 $30.98 $3,467,744.51"	3919 	0				"$30.98 $3,467,744.51"	"$3,467,744.51"	$30.98	$30.98	"$3,467,744.51"	111934.9422
201	"224 Pittsburgh 1824 Murray Ave 128,957 $26.79 $3,455,367.01"	224 	"224 Pittsburgh 1824 Murray Ave 128,957 $26.79 $3,455,367.01"	224 	0				"$26.79 $3,455,367.01"	"$3,455,367.01"	$26.79	$26.79	"$3,455,367.01"	128979.7316
202	"414 Monaca 1476 Brodhead Rd 108,968 $31.71 $3,454,977.74"	414 	"414 Monaca 1476 Brodhead Rd 108,968 $31.71 $3,454,977.74"	414 	0				"$31.71 $3,454,977.74"	"$3,454,977.74"	$31.71	$31.71	"$3,454,977.74"	108955.4633
203	"1508 Parkesburg West Sadsbury Commons Sc 324 Commons Dr, Ste C-6 125,330 $27.55 $3,453,007.88"	1508 	"1508 Parkesburg West Sadsbury Commons Sc 324 Commons Dr, Ste C-6 125,330 $27.55 $3,453,007.88"	1508 	0				"$27.55 $3,453,007.88"	"$3,453,007.88"	$27.55	$27.55	"$3,453,007.88"	125336.0392
204	"5105 Philadelphia 5 North 12th St 181,048 $19.03 $3,445,520.62"	5105 	"5105 Philadelphia 5 North 12th St 181,048 $19.03 $3,445,520.62"	5105 	0				"$19.03 $3,445,520.62"	"$3,445,520.62"	$19.03	$19.03	"$3,445,520.62"	181057.3106
205	"4507 Blakeslee 248 Rt 940, Ste #109 P.O. Box 640 100,968 $33.98 $3,430,880.37"	4507 	"4507 Blakeslee 248 Rt 940, Ste #109 P.O. Box 640 100,968 $33.98 $3,430,880.37"	4507 	0				"$33.98 $3,430,880.37"	"$3,430,880.37"	$33.98	$33.98	"$3,430,880.37"	100967.6389
206	"4505 Brodheadsville Kinsley Plz 107 Kinsley Plz, Ste 104 133,751 $25.44 $3,402,002.09"	4505 	"4505 Brodheadsville Kinsley Plz 107 Kinsley Plz, Ste 104 133,751 $25.44 $3,402,002.09"	4505 	0				"$25.44 $3,402,002.09"	"$3,402,002.09"	$25.44	$25.44	"$3,402,002.09"	133726.4972
207	"9114 Philadelphia Adams And Tabor Ctr 730 Adams Ave 114,376 $29.74 $3,401,013.95"	9114 	"9114 Philadelphia Adams And Tabor Ctr 730 Adams Ave 114,376 $29.74 $3,401,013.95"	9114 	0				"$29.74 $3,401,013.95"	"$3,401,013.95"	$29.74	$29.74	"$3,401,013.95"	114358.2364
208	"296 Bethel Park 5249 Library Rd 123,761 $27.41 $3,391,895.93"	296 	"296 Bethel Park 5249 Library Rd 123,761 $27.41 $3,391,895.93"	296 	0				"$27.41 $3,391,895.93"	"$3,391,895.93"	$27.41	$27.41	"$3,391,895.93"	123746.6592
209	"9111 Philadelphia Roosevelt Plz 6577 Roosevelt Blvd 149,905 $22.57 $3,382,841.52"	9111 	"9111 Philadelphia Roosevelt Plz 6577 Roosevelt Blvd 149,905 $22.57 $3,382,841.52"	9111 	0				"$22.57 $3,382,841.52"	"$3,382,841.52"	$22.57	$22.57	"$3,382,841.52"	149882.2118
210	"2214 Harrisburg Vlge Of Oakhurst Shopping Ctr 4404 Oakhurst Blvd 118,700 $28.44 $3,376,025.96"	2214 	"2214 Harrisburg Vlge Of Oakhurst Shopping Ctr 4404 Oakhurst Blvd 118,700 $28.44 $3,376,025.96"	2214 	0				"$28.44 $3,376,025.96"	"$3,376,025.96"	$28.44	$28.44	"$3,376,025.96"	118706.9606
211	"907 Yardley Edgewood Village Shopping Ctr 635 Heacock Rd 118,690 $28.43 $3,374,065.66"	907 	"907 Yardley Edgewood Village Shopping Ctr 635 Heacock Rd 118,690 $28.43 $3,374,065.66"	907 	0				"$28.43 $3,374,065.66"	"$3,374,065.66"	$28.43	$28.43	"$3,374,065.66"	118679.7629
212	"5101 Philadelphia 135 W Chelten Ave 210,885 $15.97 $3,367,655.44"	5101 	"5101 Philadelphia 135 W Chelten Ave 210,885 $15.97 $3,367,655.44"	5101 	0				"$15.97 $3,367,655.44"	"$3,367,655.44"	$15.97	$15.97	"$3,367,655.44"	210873.8535
213	"2110 Carlisle Stonehedge Sq Shopping Ctr 950 Walnut Bottom Rd 104,501 $32.19 $3,364,329.88"	2110 	"2110 Carlisle Stonehedge Sq Shopping Ctr 950 Walnut Bottom Rd 104,501 $32.19 $3,364,329.88"	2110 	0				"$32.19 $3,364,329.88"	"$3,364,329.88"	$32.19	$32.19	"$3,364,329.88"	104514.7524
214	"6524 Belle Vernon 321 Tri-County Lane 123,284 $27.27 $3,361,836.78"	6524 	"6524 Belle Vernon 321 Tri-County Lane 123,284 $27.27 $3,361,836.78"	6524 	0				"$27.27 $3,361,836.78"	"$3,361,836.78"	$27.27	$27.27	"$3,361,836.78"	123279.6766
215	"6710 Red Lion Windsor Commons Shopping Ctr 3159 Cape Horn Rd 135,707 $24.57 $3,334,486.66"	6710 	"6710 Red Lion Windsor Commons Shopping Ctr 3159 Cape Horn Rd 135,707 $24.57 $3,334,486.66"	6710 	0				"$24.57 $3,334,486.66"	"$3,334,486.66"	$24.57	$24.57	"$3,334,486.66"	135713.7428
216	"2509 Erie Giant Eagle Plz 4466 Buffalo Rd 120,072 $27.62 $3,316,900.46"	2509 	"2509 Erie Giant Eagle Plz 4466 Buffalo Rd 120,072 $27.62 $3,316,900.46"	2509 	0				"$27.62 $3,316,900.46"	"$3,316,900.46"	$27.62	$27.62	"$3,316,900.46"	120090.5308
217	"2302 Upper Darby 128 S 69th St 182,896 $18.09 $3,308,249.88"	2302 	"2302 Upper Darby 128 S 69th St 182,896 $18.09 $3,308,249.88"	2302 	0				"$18.09 $3,308,249.88"	"$3,308,249.88"	$18.09	$18.09	"$3,308,249.88"	182877.2736
218	"2103 Shippensburg Shippen Towne Centre 109 S Conestoga Drive 121,825 $27.00 $3,288,854.27"	2103 	"2103 Shippensburg Shippen Towne Centre 109 S Conestoga Drive 121,825 $27.00 $3,288,854.27"	2103 	0				"$27.00 $3,288,854.27"	"$3,288,854.27"	$27.00	$27.00	"$3,288,854.27"	121809.4174
219	"2502 Erie 105 W 18th St 116,222 $28.20 $3,277,184.10"	2502 	"2502 Erie 105 W 18th St 116,222 $28.20 $3,277,184.10"	2502 	0				"$28.20 $3,277,184.10"	"$3,277,184.10"	$28.20	$28.20	"$3,277,184.10"	116212.2021
220	"3908 Macungie 199 W Main St 99,769 $32.74 $3,266,413.83"	3908 	"3908 Macungie 199 W Main St 99,769 $32.74 $3,266,413.83"	3908 	0				"$32.74 $3,266,413.83"	"$3,266,413.83"	$32.74	$32.74	"$3,266,413.83"	99768.29047
221	"1402 State College Hills Plz 2051 S Atherton St 91,342 $35.35 $3,228,837.95"	1402 	"1402 State College Hills Plz 2051 S Atherton St 91,342 $35.35 $3,228,837.95"	1402 	0				"$35.35 $3,228,837.95"	"$3,228,837.95"	$35.35	$35.35	"$3,228,837.95"	91339.12164
222	"5121 Philadelphia Top Of The Hill Shopping Ctr 8705 Germantown Ave 87,980 $36.69 $3,227,557.16"	5121 	"5121 Philadelphia Top Of The Hill Shopping Ctr 8705 Germantown Ave 87,980 $36.69 $3,227,557.16"	5121 	0				"$36.69 $3,227,557.16"	"$3,227,557.16"	$36.69	$36.69	"$3,227,557.16"	87968.30635
223	"2333 Upper Darby Barclay Sq Shopping Ctr 1500 Garrett Rd 134,316 $24.02 $3,226,855.76"	2333 	"2333 Upper Darby Barclay Sq Shopping Ctr 1500 Garrett Rd 134,316 $24.02 $3,226,855.76"	2333 	0				"$24.02 $3,226,855.76"	"$3,226,855.76"	$24.02	$24.02	"$3,226,855.76"	134340.373
224	"3611 Elizabethtown 1575 S Market St, Ste 109 114,126 $28.20 $3,218,024.48"	3611 	"3611 Elizabethtown 1575 S Market St, Ste 109 114,126 $28.20 $3,218,024.48"	3611 	0				"$28.20 $3,218,024.48"	"$3,218,024.48"	$28.20	$28.20	"$3,218,024.48"	114114.3433
225	"213 Pittsburgh 217 Atwood St 148,441 $21.58 $3,203,775.75"	213 	"213 Pittsburgh 217 Atwood St 148,441 $21.58 $3,203,775.75"	213 	0				"$21.58 $3,203,775.75"	"$3,203,775.75"	$21.58	$21.58	"$3,203,775.75"	148460.4147
226	"6201 Warren 44 Market St Plz 104,042 $30.79 $3,203,395.63"	6201 	"6201 Warren 44 Market St Plz 104,042 $30.79 $3,203,395.63"	6201 	0				"$30.79 $3,203,395.63"	"$3,203,395.63"	$30.79	$30.79	"$3,203,395.63"	104040.1309
227	"4401 Lewistown 129 S Main St, Ste 400 115,147 $27.69 $3,188,440.16"	4401 	"4401 Lewistown 129 S Main St, Ste 400 115,147 $27.69 $3,188,440.16"	4401 	0				"$27.69 $3,188,440.16"	"$3,188,440.16"	$27.69	$27.69	"$3,188,440.16"	115147.7125
228	"1522 Pottstown Suburbia Sc 76 Glocker Way 98,891 $32.10 $3,173,948.16"	1522 	"1522 Pottstown Suburbia Sc 76 Glocker Way 98,891 $32.10 $3,173,948.16"	1522 	0				"$32.10 $3,173,948.16"	"$3,173,948.16"	$32.10	$32.10	"$3,173,948.16"	98876.88972
229	"5153 Philadelphia 2115 N 22nd St 158,446 $20.00 $3,168,396.86"	5153 	"5153 Philadelphia 2115 N 22nd St 158,446 $20.00 $3,168,396.86"	5153 	0				"$20.00 $3,168,396.86"	"$3,168,396.86"	$20.00	$20.00	"$3,168,396.86"	158419.843
230	"4807 Hellertown Creekside Market Place 1848 Leithsville Rd 106,697 $29.67 $3,166,151.42"	4807 	"4807 Hellertown Creekside Market Place 1848 Leithsville Rd 106,697 $29.67 $3,166,151.42"	4807 	0				"$29.67 $3,166,151.42"	"$3,166,151.42"	$29.67	$29.67	"$3,166,151.42"	106712.215
231	"5602 Somerset Somerset Commons, Ste 110 1534 N Ctr Ave 89,850 $35.16 $3,159,467.66"	5602 	"5602 Somerset Somerset Commons, Ste 110 1534 N Ctr Ave 89,850 $35.16 $3,159,467.66"	5602 	0				"$35.16 $3,159,467.66"	"$3,159,467.66"	$35.16	$35.16	"$3,159,467.66"	89859.71729
232	"3914 Allentown 1620 S 4th St 137,415 $22.91 $3,147,730.99"	3914 	"3914 Allentown 1620 S 4th St 137,415 $22.91 $3,147,730.99"	3914 	0				"$22.91 $3,147,730.99"	"$3,147,730.99"	$22.91	$22.91	"$3,147,730.99"	137395.5037
233	"4701 Danville 604 Continental Blvd 102,075 $30.80 $3,144,217.93"	4701 	"4701 Danville 604 Continental Blvd 102,075 $30.80 $3,144,217.93"	4701 	0				"$30.80 $3,144,217.93"	"$3,144,217.93"	$30.80	$30.80	"$3,144,217.93"	102084.9977
234	"5116 Philadelphia 101 E Olney Ave 159,812 $19.56 $3,125,474.49"	5116 	"5116 Philadelphia 101 E Olney Ave 159,812 $19.56 $3,125,474.49"	5116 	0				"$19.56 $3,125,474.49"	"$3,125,474.49"	$19.56	$19.56	"$3,125,474.49"	159789.0844
235	"4508* Marshalls Creek Jay Park Plz 288 Dartmouth Dr 2,179 $1,433.00 $3,122,496.93"	4508* 	"4508  Marshalls Creek Jay Park Plz 288 Dartmouth Dr 2,179 $1,433.00 $3,122,496.93"	4508 	1				"$1,433.00 $3,122,496.93"	"$3,122,496.93"	"$1,433.00"	"$1,433.00"	"$3,122,496.93"	2178.992973
236	"703 Duncansville 202 Hollidaysburg Plz 96,147 $32.33 $3,108,497.92"	703 	"703 Duncansville 202 Hollidaysburg Plz 96,147 $32.33 $3,108,497.92"	703 	0				"$32.33 $3,108,497.92"	"$3,108,497.92"	$32.33	$32.33	"$3,108,497.92"	96149.0232
237	"272 Pittsburgh 233 Shiloh St 96,902 $31.90 $3,091,627.88"	272 	"272 Pittsburgh 233 Shiloh St 96,902 $31.90 $3,091,627.88"	272 	0				"$31.90 $3,091,627.88"	"$3,091,627.88"	$31.90	$31.90	"$3,091,627.88"	96916.23448
238	"937 Yardley Oxford Oaks Shopping Ctr 1601 Big Oak Rd 93,223 $33.08 $3,083,970.12"	937 	"937 Yardley Oxford Oaks Shopping Ctr 1601 Big Oak Rd 93,223 $33.08 $3,083,970.12"	937 	0				"$33.08 $3,083,970.12"	"$3,083,970.12"	$33.08	$33.08	"$3,083,970.12"	93227.63362
239	"1406 State College Benner Pike Shops 323 Benner Pike 98,289 $31.36 $3,082,313.59"	1406 	"1406 State College Benner Pike Shops 323 Benner Pike 98,289 $31.36 $3,082,313.59"	1406 	0				"$31.36 $3,082,313.59"	"$3,082,313.59"	$31.36	$31.36	"$3,082,313.59"	98288.06091
240	"5114 Philadelphia 8844 Frankford Ave 142,522 $21.52 $3,066,508.76"	5114 	"5114 Philadelphia 8844 Frankford Ave 142,522 $21.52 $3,066,508.76"	5114 	0				"$21.52 $3,066,508.76"	"$3,066,508.76"	$21.52	$21.52	"$3,066,508.76"	142495.7602
241	"201 Bridgeville 3239 Washington Pike 110,299 $27.75 $3,061,327.46"	201 	"201 Bridgeville 3239 Washington Pike 110,299 $27.75 $3,061,327.46"	201 	0				"$27.75 $3,061,327.46"	"$3,061,327.46"	$27.75	$27.75	"$3,061,327.46"	110318.1067
242	"607 Hamburg 1772 Tilden Ridge Dr 86,726 $35.13 $3,047,044.99"	607 	"607 Hamburg 1772 Tilden Ridge Dr 86,726 $35.13 $3,047,044.99"	607 	0				"$35.13 $3,047,044.99"	"$3,047,044.99"	$35.13	$35.13	"$3,047,044.99"	86736.26502
243	"620 Shillington 2207 Lancaster Pike 93,460 $32.59 $3,046,029.23"	620 	"620 Shillington 2207 Lancaster Pike 93,460 $32.59 $3,046,029.23"	620 	0				"$32.59 $3,046,029.23"	"$3,046,029.23"	$32.59	$32.59	"$3,046,029.23"	93465.14974
244	"410 Aliquippa Aliquippa Shopping Ctr 2719 Brodhead Rd, Ste 13 108,332 $28.04 $3,038,155.27"	410 	"410 Aliquippa Aliquippa Shopping Ctr 2719 Brodhead Rd, Ste 13 108,332 $28.04 $3,038,155.27"	410 	0				"$28.04 $3,038,155.27"	"$3,038,155.27"	$28.04	$28.04	"$3,038,155.27"	108350.7586
245	"5138 Philadelphia 7204 Germantown Ave 130,905 $23.07 $3,020,377.63"	5138 	"5138 Philadelphia 7204 Germantown Ave 130,905 $23.07 $3,020,377.63"	5138 	0				"$23.07 $3,020,377.63"	"$3,020,377.63"	$23.07	$23.07	"$3,020,377.63"	130922.3073
246	"602 Reading Rockland Plz 1202 Rockland St 118,374 $25.39 $3,006,077.06"	602 	"602 Reading Rockland Plz 1202 Rockland St 118,374 $25.39 $3,006,077.06"	602 	0				"$25.39 $3,006,077.06"	"$3,006,077.06"	$25.39	$25.39	"$3,006,077.06"	118396.1032
247	"2503 Erie Asbury Sq 2421 Asbury Rd 106,608 $28.19 $3,005,215.22"	2503 	"2503 Erie Asbury Sq 2421 Asbury Rd 106,608 $28.19 $3,005,215.22"	2503 	0				"$28.19 $3,005,215.22"	"$3,005,215.22"	$28.19	$28.19	"$3,005,215.22"	106605.719
248	"501 Bedford 409 E Pitt St 81,621 $36.74 $2,998,579.82"	501 	"501 Bedford 409 E Pitt St 81,621 $36.74 $2,998,579.82"	501 	0				"$36.74 $2,998,579.82"	"$2,998,579.82"	$36.74	$36.74	"$2,998,579.82"	81616.2172
249	"6403 Hamlin Hamlin Shopping Ctr, Rt 590 96,085 $31.12 $2,989,988.82"	6403 	"6403 Hamlin Hamlin Shopping Ctr, Rt 590 96,085 $31.12 $2,989,988.82"	6403 	0				"$31.12 $2,989,988.82"	"$2,989,988.82"	$31.12	$31.12	"$2,989,988.82"	96079.33226
250	"4629 Dresher 1825 Limekiln Pike, Ste 1 111,327 $26.79 $2,982,239.26"	4629 	"4629 Dresher 1825 Limekiln Pike, Ste 1 111,327 $26.79 $2,982,239.26"	4629 	0				"$26.79 $2,982,239.26"	"$2,982,239.26"	$26.79	$26.79	"$2,982,239.26"	111319.1213
251	"3920 Emmaus East Penn Plz 1325 Chestnut St 96,419 $30.91 $2,980,391.98"	3920 	"3920 Emmaus East Penn Plz 1325 Chestnut St 96,419 $30.91 $2,980,391.98"	3920 	0				"$30.91 $2,980,391.98"	"$2,980,391.98"	$30.91	$30.91	"$2,980,391.98"	96421.61048
252	"4640 Wyncote 8156 Ogontz Ave 152,062 $19.53 $2,969,375.14"	4640 	"4640 Wyncote 8156 Ogontz Ave 152,062 $19.53 $2,969,375.14"	4640 	0				"$19.53 $2,969,375.14"	"$2,969,375.14"	$19.53	$19.53	"$2,969,375.14"	152041.7378
253	"901 Hatfield Hilltown Crossings Shopping Ctr 1547 Bethlehem Pike 104,321 $28.34 $2,956,564.66"	901 	"901 Hatfield Hilltown Crossings Shopping Ctr 1547 Bethlehem Pike 104,321 $28.34 $2,956,564.66"	901 	0				"$28.34 $2,956,564.66"	"$2,956,564.66"	$28.34	$28.34	"$2,956,564.66"	104324.7939
254	"3608 Lancaster Manor Shopping Ctr 1234 Millersville Pike 121,887 $24.24 $2,954,164.63"	3608 	"3608 Lancaster Manor Shopping Ctr 1234 Millersville Pike 121,887 $24.24 $2,954,164.63"	3608 	0				"$24.24 $2,954,164.63"	"$2,954,164.63"	$24.24	$24.24	"$2,954,164.63"	121871.4781
255	"5195 Philadelphia 7702 City Ave 127,509 $23.08 $2,943,440.65"	5195 	"5195 Philadelphia 7702 City Ave 127,509 $23.08 $2,943,440.65"	5195 	0				"$23.08 $2,943,440.65"	"$2,943,440.65"	$23.08	$23.08	"$2,943,440.65"	127532.0906
256	"1801 Lock Haven 137 E Main St 84,434 $34.78 $2,936,432.09"	1801 	"1801 Lock Haven 137 E Main St 84,434 $34.78 $2,936,432.09"	1801 	0				"$34.78 $2,936,432.09"	"$2,936,432.09"	$34.78	$34.78	"$2,936,432.09"	84428.75474
